O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
19-1029.02,Molecular and Cellular Biologists,Magma Design Automation software,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Mathsoft Mathcad,2.E.9.c,Computer aided design CAD software,N,N
19-1029.02,Molecular and Cellular Biologists,Mendel,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Michigan State University MSU ProFlex,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1029.02,Molecular and Cellular Biologists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1029.02,Molecular and Cellular Biologists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1029.02,Molecular and Cellular Biologists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
19-1029.02,Molecular and Cellular Biologists,Microsoft Word,2.E.4.d,Word processing software,Y,N
19-1029.02,Molecular and Cellular Biologists,Minitab,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Molecular Devices Corporation MetaMorph,2.E.4.b,Graphics or photo imaging software,N,N
19-1029.02,Molecular and Cellular Biologists,NetPrimer,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,PHYLIP,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Primer3,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Python,2.E.7.e,Object or component oriented development software,Y,N
19-1029.02,Molecular and Cellular Biologists,R,2.E.7.e,Object or component oriented development software,Y,N
19-1029.02,Molecular and Cellular Biologists,RasMol,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,Textco BioSoftware Gene Inspector,2.E.9.d,Analytical or scientific software,N,N
19-1029.02,Molecular and Cellular Biologists,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N
19-1029.02,Molecular and Cellular Biologists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1029.02,Molecular and Cellular Biologists,Wolfram Research Mathematica,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Basic Local Alignment Search Tool BLAST,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Bioinformatics databases,2.E.6.f,Data base user interface and query software,N,N
19-1029.03,Geneticists,C++,2.E.7.e,Object or component oriented development software,Y,N
19-1029.03,Geneticists,ClustalW,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Database software,2.E.6.f,Data base user interface and query software,N,N
19-1029.03,Geneticists,Deoxyribonucleic acid DNA sequence analysis software,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Email software,2.E.16.a,Electronic mail software,N,N
19-1029.03,Geneticists,Formula translation/translator FORTRAN,2.E.7.b,Development environment software,N,N
19-1029.03,Geneticists,Git,2.E.5.c,File versioning software,Y,N
19-1029.03,Geneticists,GitHub,2.E.10.a,Application server software,Y,N
19-1029.03,Geneticists,Golden Helix HelixTree,2.E.6.g,Data mining software,N,N
19-1029.03,Geneticists,HapMap,2.E.6.f,Data base user interface and query software,N,N
19-1029.03,Geneticists,Insightful S-PLUS,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Linux,2.E.13.c,Operating system software,Y,N
19-1029.03,Geneticists,Mendel,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1029.03,Geneticists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
19-1029.03,Geneticists,Microsoft Office software,2.E.1.k,Office suite software,Y,N
19-1029.03,Geneticists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
19-1029.03,Geneticists,Microsoft Visual C# .NET,2.E.7.e,Object or component oriented development software,N,N
19-1029.03,Geneticists,Microsoft Word,2.E.4.d,Word processing software,Y,N
19-1029.03,Geneticists,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N
19-1029.03,Geneticists,Perl,2.E.7.e,Object or component oriented development software,Y,N
19-1029.03,Geneticists,PHYLIP,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Plate reader software,2.E.9.i,Medical software,N,N
19-1029.03,Geneticists,Python,2.E.7.e,Object or component oriented development software,Y,N
19-1029.03,Geneticists,R,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.03,Geneticists,RTI International SUDAAN,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Sage Accounting Software,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,SAS,2.E.9.d,Analytical or scientific software,Y,N
19-1029.03,Geneticists,SAS JMP,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,SAS/Genetics,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N
19-1029.03,Geneticists,UNIX,2.E.13.c,Operating system software,Y,N
19-1029.03,Geneticists,Ward Systems Group GeneHunter,2.E.9.d,Analytical or scientific software,N,N
19-1029.03,Geneticists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1029.04,Biologists,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
19-1029.04,Biologists,Agilent Technologies GeneSpring GX,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Basic Local Alignment Search Tool BLAST,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,BioKin PlateKi,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,BLAT,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Blue Tractor Software DNADynamo,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,C++,2.E.7.e,Object or component oriented development software,Y,N
19-1029.04,Biologists,CUBIC,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Deoxyribonucleic acid DNA sequence analysis software,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,EMBOSS,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,EnzymeX,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N
19-1029.04,Biologists,Excavator,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,FASTA,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,FoldX,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Gene Codes Sequencher,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N
19-1029.04,Biologists,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N
19-1029.04,Biologists,Ingenuity Systems Ingenuity Pathways Analysis,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,JaMBW,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Joint Prediction of Operons JPOP,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Linux,2.E.13.c,Operating system software,Y,N
19-1029.04,Biologists,MacVector,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Meyer Instruments Optimas,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1029.04,Biologists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1029.04,Biologists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1029.04,Biologists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
19-1029.04,Biologists,Microsoft Word,2.E.4.d,Word processing software,Y,N
19-1029.04,Biologists,Minitab,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,NAMD,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,National Instruments LabVIEW,2.E.7.b,Development environment software,N,N
19-1029.04,Biologists,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N
19-1029.04,Biologists,Partek Incorporated Partek Genomics Suite,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Perl,2.E.7.e,Object or component oriented development software,Y,N
19-1029.04,Biologists,Phrap,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Phred,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Protein Explorer,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Python,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.04,Biologists,R,2.E.7.e,Object or component oriented development software,Y,Y
19-1029.04,Biologists,RepeatMasker,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,SequentiX TreeMe,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,sim4,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Software development tools,2.E.7.b,Development environment software,N,N
19-1029.04,Biologists,SoftZymics VisualEnzymics,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N
19-1029.04,Biologists,SURFDriver Software WinSURF,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Textco BioSoftware Gene Inspector,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N
19-1029.04,Biologists,The Mathworks SimBiology,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,TIBCO Spotfire,2.E.6.m,Business intelligence and data analysis software,N,N
19-1029.04,Biologists,UNIX,2.E.13.c,Operating system software,Y,N
19-1029.04,Biologists,VayTek VoxBlast,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Visual Molecular Dynamics VMD,2.E.9.d,Analytical or scientific software,N,N
19-1029.04,Biologists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1029.04,Biologists,Wolfram Research Mathematica,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Adobe Acrobat,2.E.5.b,Document management software,Y,N
19-1031.00,Conservation Scientists,Autodesk AutoCAD,2.E.9.c,Computer aided design CAD software,Y,N
19-1031.00,Conservation Scientists,Autodesk Maya,2.E.4.b,Graphics or photo imaging software,N,N
19-1031.00,Conservation Scientists,Clover Technology GALENA,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,CroPMan,2.E.6.f,Data base user interface and query software,N,N
19-1031.00,Conservation Scientists,CropSyst Suite,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Datasurge GEOPRO,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Delft GeoSystems MStab,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Email software,2.E.16.a,Electronic mail software,N,N
19-1031.00,Conservation Scientists,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,Y
19-1031.00,Conservation Scientists,ESRI ArcInfo,2.E.8.h,Geographic information system,N,N
19-1031.00,Conservation Scientists,ESRI ArcView,2.E.8.h,Geographic information system,N,N
19-1031.00,Conservation Scientists,GEO-SLOPE SEEP/W,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N
19-1031.00,Conservation Scientists,Geographic information system GIS systems,2.E.8.h,Geographic information system,N,N
19-1031.00,Conservation Scientists,GFA2D,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Global positioning system GPS software,2.E.16.h,Mobile location based services software,N,N
19-1031.00,Conservation Scientists,HYDRUS-2D,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Interstudio Geo-Tec B,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Landscape Management System LMS,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
19-1031.00,Conservation Scientists,Microsoft Active Server Pages ASP,2.E.7.h,Web platform development software,Y,N
19-1031.00,Conservation Scientists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
19-1031.00,Conservation Scientists,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
19-1031.00,Conservation Scientists,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
19-1031.00,Conservation Scientists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
19-1031.00,Conservation Scientists,Microsoft Windows,2.E.13.c,Operating system software,Y,N
19-1031.00,Conservation Scientists,Microsoft Word,2.E.4.d,Word processing software,Y,N
19-1031.00,Conservation Scientists,Mitre Software GSLOPE,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Salix Applied Earthcare Erosion Draw,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,State Soil Geographic STATSGO Database,2.E.6.f,Data base user interface and query software,N,N
19-1031.00,Conservation Scientists,Studio of Analytical Models STANMOD,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,U.S. Department of Agriculture USDA WinSRM,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,USDA Forest Vegetation Simulator FVS,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Water resources databases,2.E.6.f,Data base user interface and query software,N,N
19-1031.00,Conservation Scientists,Water Soil and Hydro-Environmental Decision Support System WATERSHEDSS,2.E.9.d,Analytical or scientific software,N,N
19-1031.00,Conservation Scientists,Web browser software,2.E.10.e,Internet browser software,N,N
19-1031.00,Conservation Scientists,WinEPIC,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
19-1031.02,Range Managers,Aquatic Plant Information Retrieval System APIRS,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,Automated Geospatial Watershed Assessment AGWA,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,BehavePlus,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,Clark Labs IDRISI Selva,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,CorridorDesigner,2.E.16.e,Map creation software,N,N
19-1031.02,Range Managers,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N
19-1031.02,Range Managers,ESRI software,2.E.8.h,Geographic information system,N,N
19-1031.02,Range Managers,ESSA Technologies Path Landscape Model,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,ESSA TechnologiesTool for Exploratory Landscape Scenario Analyses TELSA,2.E.9.d,Analytical or scientific software,N,N
19-1031.02,Range Managers,Facebook,2.E.4.g,Web page creation and editing software,Y,N
19-1031.02,Range Managers,FARSITE,2.E.9.d,Analytical or scientific software,N,N
