O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
33-3011.00,Bailiffs,2.A.1.b,Active Listening,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.c,Writing,IM,Importance,2.25,8,0.1637,1.9292,2.5708,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.c,Writing,LV,Level,2.25,8,0.1637,1.9292,2.5708,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.d,Speaking,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.d,Speaking,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.e,Mathematics,IM,Importance,1.50,8,0.1890,1.1296,1.8704,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.e,Mathematics,LV,Level,0.75,8,0.3134,0.1358,1.3642,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.f,Science,IM,Importance,1.00,8,0.0000,1.0000,1.0000,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.1.f,Science,LV,Level,0.00,8,0.0000,0.0000,0.0000,N,Y,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.a,Critical Thinking,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.b,Active Learning,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.b,Active Learning,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.c,Learning Strategies,IM,Importance,2.12,8,0.1250,1.8800,2.3700,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.c,Learning Strategies,LV,Level,2.00,8,0.1890,1.6296,2.3704,N,N,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.d,Monitoring,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2020,Analyst
33-3011.00,Bailiffs,2.A.2.d,Monitoring,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2020,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.a,Reading Comprehension,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.a,Reading Comprehension,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.b,Active Listening,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.c,Writing,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.c,Writing,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.d,Speaking,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.e,Mathematics,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.f,Science,IM,Importance,1.38,8,0.1830,1.0164,1.7336,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.1.f,Science,LV,Level,0.38,8,0.1830,0.0164,0.7336,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.a,Critical Thinking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.a,Critical Thinking,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.b,Active Learning,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.d,Monitoring,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2023,Analyst
33-3012.00,Correctional Officers and Jailers,2.A.2.d,Monitoring,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2023,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.a,Reading Comprehension,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.b,Active Listening,IM,Importance,4.50,8,0.1890,4.1296,4.8704,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.b,Active Listening,LV,Level,4.50,8,0.1890,4.1296,4.8704,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.c,Writing,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.c,Writing,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.d,Speaking,IM,Importance,4.25,8,0.1637,3.9292,4.5708,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.1890,1.6296,2.3704,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.e,Mathematics,LV,Level,1.88,8,0.2950,1.2967,2.4533,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.f,Science,IM,Importance,1.62,8,0.1830,1.2664,1.9836,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.1.f,Science,LV,Level,0.88,8,0.2950,0.2967,1.4533,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.a,Critical Thinking,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.a,Critical Thinking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.b,Active Learning,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.b,Active Learning,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.c,Learning Strategies,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.1890,2.6296,3.3704,N,N,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.d,Monitoring,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2026,Analyst
33-3021.00,Detectives and Criminal Investigators,2.A.2.d,Monitoring,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,08/2026,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.a,Reading Comprehension,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.b,Active Listening,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.b,Active Listening,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.c,Writing,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.c,Writing,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.e,Mathematics,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.f,Science,IM,Importance,1.75,8,0.1637,1.4292,2.0708,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.1.f,Science,LV,Level,1.00,8,0.2673,0.4762,1.5238,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.a,Critical Thinking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.b,Active Learning,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.b,Active Learning,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.c,Learning Strategies,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.d,Monitoring,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2025,Analyst
33-3021.02,Police Identification and Records Officers,2.A.2.d,Monitoring,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2025,Analyst
33-3021.06,Intelligence Analysts,2.A.1.a,Reading Comprehension,IM,Importance,4.25,8,0.1637,3.9292,4.5708,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.a,Reading Comprehension,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.b,Active Listening,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.b,Active Listening,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.c,Writing,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.c,Writing,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.e,Mathematics,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.e,Mathematics,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.f,Science,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.1.f,Science,LV,Level,1.75,8,0.2500,1.2600,2.2400,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.a,Critical Thinking,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.b,Active Learning,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.b,Active Learning,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2024,Analyst
33-3021.06,Intelligence Analysts,2.A.2.d,Monitoring,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2024,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.a,Reading Comprehension,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.b,Active Listening,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.c,Writing,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.c,Writing,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.e,Mathematics,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.e,Mathematics,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.f,Science,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.1.f,Science,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.a,Critical Thinking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.b,Active Learning,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.b,Active Learning,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.c,Learning Strategies,IM,Importance,2.62,8,0.1830,2.2664,2.9836,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.c,Learning Strategies,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.d,Monitoring,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
33-3031.00,Fish and Game Wardens,2.A.2.d,Monitoring,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.a,Reading Comprehension,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.a,Reading Comprehension,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.b,Active Listening,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.b,Active Listening,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.c,Writing,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.c,Writing,LV,Level,2.25,8,0.1637,1.9292,2.5708,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.d,Speaking,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.d,Speaking,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.e,Mathematics,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.e,Mathematics,LV,Level,1.62,8,0.2631,1.1094,2.1406,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.f,Science,IM,Importance,1.00,8,0.0000,1.0000,1.0000,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.1.f,Science,LV,Level,0.00,8,0.0000,0.0000,0.0000,N,Y,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.a,Critical Thinking,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.b,Active Learning,IM,Importance,2.62,8,0.1830,2.2664,2.9836,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.b,Active Learning,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.c,Learning Strategies,IM,Importance,2.12,8,0.2266,1.6809,2.5691,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.c,Learning Strategies,LV,Level,2.00,8,0.3273,1.3584,2.6416,N,N,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.d,Monitoring,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
33-3041.00,Parking Enforcement Workers,2.A.2.d,Monitoring,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.a,Reading Comprehension,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.a,Reading Comprehension,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.b,Active Listening,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.c,Writing,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.c,Writing,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.e,Mathematics,LV,Level,2.25,8,0.1637,1.9292,2.5708,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.f,Science,IM,Importance,1.38,8,0.1830,1.0164,1.7336,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.1.f,Science,LV,Level,0.38,8,0.1830,0.0164,0.7336,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.b,Active Learning,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.c,Learning Strategies,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.2500,2.7600,3.7400,N,,08/2026,Analyst
33-3051.00,Police and Sheriff's Patrol Officers,2.A.2.d,Monitoring,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.a,Reading Comprehension,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.a,Reading Comprehension,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.c,Writing,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.c,Writing,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.d,Speaking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.e,Mathematics,IM,Importance,2.25,8,0.1637,1.9292,2.5708,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.e,Mathematics,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.f,Science,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.1.f,Science,LV,Level,1.12,8,0.2266,0.6809,1.5691,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.2.b,Active Learning,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.2.b,Active Learning,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,07/2012,Analyst
33-3051.04,Customs and Border Protection Officers,2.A.2.c,Learning Strategies,IM,Importance,2.62,8,0.1830,2.2664,2.9836,N,,07/2012,Analyst
